DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI,,,,,,,
10-7-2021-16:37:11,22.34572,49.26392,41.60064,136.485,118.2892,388.0878,,,,,,,
10-7-2021-16:37:12,24.73511,54.53162,42.93586,140.8657,78.98969,259.1525,,,,,,,
10-7-2021-16:37:13,26.11842,57.5813,44.30499,145.3576,80.55255,264.28,,,,,,,
10-7-2021-16:37:14,24.86085,54.80884,45.72052,150.0017,79.34785,260.3276,,,,,,,
10-7-2021-16:37:15,16.18363,35.67883,47.0845,154.4767,79.25017,260.0071,,,,,,,
10-7-2021-16:37:16,27.37598,60.35376,48.44223,158.9312,79.57576,261.0753,,,,,,,
10-7-2021-16:37:17,23.10025,50.92737,49.80133,163.3902,79.34785,260.3276,,,,,,,
10-7-2021-16:37:18,24.86085,54.80884,51.17128,167.8848,81.10606,266.096,,,,,,,
10-7-2021-16:37:19,23.85478,52.59082,52.60661,172.5939,79.15249,259.6866,,,,,,,
10-7-2021-16:37:20,22.9745,50.65015,53.89435,176.8187,77.42683,254.025,,,,,,,
10-7-2021-16:37:21,25.48963,56.19507,55.01766,180.5041,67.07287,220.0553,,,,,,,
10-7-2021-16:37:22,24.9866,55.08606,56.16782,184.2776,67.26822,220.6962,,,,,,,
10-7-2021-16:37:23,24.73511,54.53162,57.34024,188.1241,67.69149,222.0849,,,,,,,
10-7-2021-16:37:24,20.08208,44.27344,58.49719,191.9199,69.67764,228.6012,,,,,,,
10-7-2021-16:37:25,26.7472,58.96753,59.65849,195.7299,68.27757,224.0078,,,,,,,
10-7-2021-16:37:26,21.96843,48.43213,60.81761,199.5328,68.53805,224.8624,,,,,,,
10-7-2021-16:37:27,21.46539,47.32312,61.97701,203.3366,69.059,226.5715,,,,,,,
10-7-2021-16:37:28,23.10025,50.92737,63.14128,207.1564,69.22179,227.1056,,,,,,,
10-7-2021-16:37:29,21.59119,47.60046,64.29932,210.9558,69.71019,228.708,,,,,,,
10-7-2021-16:37:30,20.83661,45.93689,65.45601,214.7507,69.64507,228.4943,,,,,,,
10-7-2021-16:37:31,21.46539,47.32312,66.62923,218.5999,68.96132,226.2511,,,,,,,
10-7-2021-16:37:32,24.23207,53.42261,67.81712,222.4971,69.97067,229.5626,,,,,,,
10-7-2021-16:37:33,24.35781,53.69983,69.00256,226.3864,67.59381,221.7645,,,,,,,
10-7-2021-16:37:34,24.35781,53.69983,70.16521,230.2008,68.50549,224.7555,,,,,,,
10-7-2021-16:37:35,25.23814,55.64063,71.39434,234.2334,76.58028,251.2476,,,,,,,
10-7-2021-16:37:36,25.36389,55.91785,72.54099,237.9953,67.30078,220.8031,,,,,,,
10-7-2021-16:37:37,26.24416,57.85852,73.73077,241.8988,70.16603,230.2035,,,,,,,
10-7-2021-16:37:38,24.86085,54.80884,75.04401,246.2074,82.18054,269.6212,,,,,,,
10-7-2021-16:37:40,22.47146,49.54114,76.41178,250.6948,79.11993,259.5798,,,,,,,
10-7-2021-16:37:41,22.47146,49.54114,77.75243,255.0932,79.15249,259.6866,,,,,,,
10-7-2021-16:37:42,25.11234,55.36328,79.1088,259.5433,79.21761,259.9003,,,,,,,
10-7-2021-16:37:43,22.9745,50.65015,80.53628,264.2266,79.18504,259.7935,,,,,,,
10-7-2021-16:37:44,21.2139,46.76868,81.90243,268.7087,78.95712,259.0457,,,,,,,
10-7-2021-16:37:45,23.98058,52.86816,83.22814,273.0582,79.51064,260.8617,,,,,,,
10-7-2021-16:37:46,28.00477,61.73999,84.20602,276.2664,60.00742,196.8747,,,,,,,
10-7-2021-16:37:47,25.86693,57.02686,85.02299,278.9468,46.951,154.0387,,,,,,,
10-7-2021-16:37:48,23.60328,52.03638,85.91486,281.8729,50.9884,167.2848,,,,,,,
10-7-2021-16:37:49,20.20782,44.55066,87.12607,285.8467,72.70568,238.5357,,,,,,,
10-7-2021-16:37:50,22.72296,50.09558,88.3761,289.9478,73.87782,242.3813,,,,,,,
10-7-2021-16:37:51,24.9866,55.08606,89.74658,294.4442,73.16151,240.0312,,,,,,,
10-7-2021-16:37:52,23.10025,50.92737,91.08559,298.8372,77.91522,255.6274,,,,,,,
10-7-2021-16:37:53,19.83059,43.71899,92.43627,303.2686,79.02225,259.2593,,,,,,,
10-7-2021-16:37:54,23.47754,51.75916,93.77692,307.6671,78.95712,259.0457,,,,,,,
10-7-2021-16:37:55,27.37598,60.35376,95.1162,312.061,80.29208,263.4254,,,,,,,
10-7-2021-16:37:56,30.14266,66.45325,96.45658,316.4586,80.45488,263.9596,,,,,,,
10-7-2021-16:37:57,22.72296,50.09558,97.81323,320.9095,80.48743,264.0664,,,,,,,
10-7-2021-16:37:58,25.11234,55.36328,99.19946,325.4576,81.23631,266.5233,,,,,,,
10-7-2021-16:37:59,20.71086,45.65967,100.685,330.3313,81.23631,266.5233,,,,,,,
10-7-2021-16:38:00,22.47146,49.54114,102.0794,334.906,82.05029,269.1939,,,,,,,
10-7-2021-16:38:01,28.25626,62.29443,103.4973,339.5582,81.98518,268.9803,,,,,,,
10-7-2021-16:38:02,28.88504,63.68066,104.8866,344.116,81.72471,268.1257,,,,,,,
10-7-2021-16:38:03,23.85478,52.59082,106.272,348.6613,81.5619,267.5915,,,,,,,
10-7-2021-16:38:04,25.86693,57.02686,107.662,353.2217,81.49679,267.3779,,,,,,,
10-7-2021-16:38:05,24.9866,55.08606,109.2506,358.4338,82.96197,272.1849,,,,,,,
10-7-2021-16:38:07,29.26233,64.51245,110.6466,363.0138,82.05029,269.1939,,,,,,,
10-7-2021-16:38:08,24.73511,54.53162,112.0459,367.6046,83.93876,275.3896,,,,,,,
10-7-2021-16:38:09,22.59721,49.81836,113.431,372.149,83.255,273.1463,,,,,,,
10-7-2021-16:38:10,25.48963,56.19507,114.824,376.7192,81.43166,267.1642,,,,,,,
10-7-2021-16:38:11,26.11842,57.5813,116.2176,381.2912,81.5619,267.5915,,,,,,,
10-7-2021-16:38:12,24.73511,54.53162,117.6258,385.9113,82.01773,269.087,,,,,,,
10-7-2021-16:38:13,23.22599,51.20459,119.0212,390.4896,82.27821,269.9417,,,,,,,
10-7-2021-16:38:14,27.12449,59.79932,120.414,395.0589,82.11542,269.4075,,,,,,,
10-7-2021-16:38:15,27.87902,61.46277,121.6963,399.266,68.86364,225.9306,,,,,,,
10-7-2021-16:38:16,27.87902,61.46277,122.9135,403.2594,69.97067,229.5626,,,,,,,
10-7-2021-16:38:17,27.50173,60.63098,124.3019,407.8145,81.95261,268.8734,,,,,,,
10-7-2021-16:38:18,23.22599,51.20459,125.722,412.4738,85.30627,279.8762,,,,,,,
10-7-2021-16:38:19,22.72296,50.09558,127.4487,418.1389,87.91103,288.422,,,,,,,
10-7-2021-16:38:20,32.15475,70.88916,128.2351,420.7187,45.84398,150.4067,,,,,,,
10-7-2021-16:38:21,25.48963,56.19507,128.6925,422.2196,24.09413,79.049,,,,,,,
10-7-2021-16:38:22,22.9745,50.65015,129.4873,424.8269,46.91845,153.9319,,,,,,,
10-7-2021-16:38:23,23.10025,50.92737,130.2548,427.3453,46.0719,151.1545,,,,,,,
10-7-2021-16:38:24,27.87902,61.46277,130.9986,429.7853,45.61606,149.659,,,,,,,
10-7-2021-16:38:25,28.38206,62.57178,131.7466,432.2396,45.71374,149.9794,,,,,,,
10-7-2021-16:38:26,29.38808,64.78967,132.3791,434.3146,40.04836,131.3922,,,,,,,
10-7-2021-16:38:27,26.99869,59.52197,132.9624,436.2285,34.51322,113.2324,,,,,,,
10-7-2021-16:38:28,25.61538,56.47229,133.5241,438.0712,33.17827,108.8526,,,,,,,
10-7-2021-16:38:29,26.49571,58.41309,134.0906,439.9299,33.11316,108.639,,,,,,,
10-7-2021-16:38:30,26.62145,58.69031,134.6417,441.7379,31.97357,104.9002,,,,,,,
10-7-2021-16:38:31,23.47754,51.75916,135.3124,443.9384,36.53192,119.8554,,,,,,,
10-7-2021-16:38:32,27.62747,60.9082,136.0103,446.228,40.24372,132.0332,,,,,,,
10-7-2021-16:38:33,30.01686,66.1759,136.7133,448.5345,44.96487,147.5225,,,,,,,
10-7-2021-16:38:34,26.36991,58.13574,137.4058,450.8063,40.21115,131.9264,,,,,,,
10-7-2021-16:38:35,26.11842,57.5813,138.099,453.0807,43.402,142.395,,,,,,,
10-7-2021-16:38:37,25.99267,57.30408,138.8381,455.5056,45.16022,148.1635,,,,,,,
10-7-2021-16:38:38,26.99869,59.52197,139.594,457.9857,44.99743,147.6293,,,,,,,
10-7-2021-16:38:39,26.99869,59.52197,140.4854,460.9099,51.34655,168.4598,,,,,,,
10-7-2021-16:38:40,28.38206,62.57178,141.3726,463.8209,53.56061,175.7238,,,,,,,
10-7-2021-16:38:41,24.35781,53.69983,142.258,466.7256,51.96519,170.4895,,,,,,,
10-7-2021-16:38:42,25.74113,56.74951,143.1525,469.6606,51.50935,168.9939,,,,,,,
10-7-2021-16:38:43,26.99869,59.52197,143.95,472.2768,46.85332,153.7183,,,,,,,
10-7-2021-16:38:44,28.38206,62.57178,144.6703,474.6403,43.46712,142.6087,,,,,,,
10-7-2021-16:38:45,29.01084,63.95801,145.276,476.6272,35.58768,116.7575,,,,,,,
10-7-2021-16:38:46,26.7472,58.96753,145.8734,478.5874,35.81561,117.5053,,,,,,,
10-7-2021-16:38:47,24.60936,54.25439,146.4877,480.6028,35.75048,117.2916,,,,,,,
10-7-2021-16:38:48,18.44728,40.66931,147.3858,483.5493,56.49098,185.3379,,,,,,,
10-7-2021-16:38:49,20.83661,45.93689,148.399,486.8733,57.85848,189.8244,,,,,,,
10-7-2021-16:38:50,22.34572,49.26392,149.3961,490.1447,58.96551,193.4564,,,,,,,
10-7-2021-16:38:51,27.87902,61.46277,150.403,493.4482,58.73759,192.7086,,,,,,,
10-7-2021-16:38:52,22.84875,50.37292,151.4821,496.9885,66.38911,217.812,,,,,,,
10-7-2021-16:38:53,27.87902,61.46277,152.6266,500.7433,67.65894,221.9781,,,,,,,
10-7-2021-16:38:54,29.13659,64.23523,153.7759,504.5142,67.23566,220.5894,,,,,,,
10-7-2021-16:38:55,31.02294,68.39392,154.9237,508.2797,66.35654,217.7052,,,,,,,
10-7-2021-16:38:56,27.50173,60.63098,156.1004,512.1404,69.87299,229.2421,,,,,,,
10-7-2021-16:38:57,22.09417,48.70935,157.4487,516.5638,81.23631,266.5233,,,,,,,
10-7-2021-16:38:58,24.23207,53.42261,158.9743,521.5694,92.11123,302.2022,,,,,,,
10-7-2021-16:38:59,19.95633,43.99622,160.5364,526.6942,92.66473,304.0182,,,,,,,
10-7-2021-16:39:00,25.74113,56.74951,162.1212,531.8938,93.96713,308.2911,,,,,,,
10-7-2021-16:39:01,24.60936,54.25439,163.6814,537.0124,94.2276,309.1457,,,,,,,
10-7-2021-16:39:02,23.72903,52.3136,165.2562,542.1791,93.93456,308.1843,,,,,,,
10-7-2021-16:39:03,22.84875,50.37292,166.8321,547.3493,93.02289,305.1932,,,,,,,
10-7-2021-16:39:04,23.22599,51.20459,168.4161,552.5463,93.41361,306.4751,,,,,,,
10-7-2021-16:39:05,22.09417,48.70935,169.9901,557.7103,92.59962,303.8045,,,,,,,
10-7-2021-16:39:06,24.60936,54.25439,171.569,562.8903,91.29723,299.5316,,,,,,,
10-7-2021-16:39:07,25.48963,56.19507,173.1443,568.0587,94.12992,308.8252,,,,,,,
10-7-2021-16:39:08,24.9866,55.08606,174.7031,573.1729,94.91135,311.3889,,,,,,,
10-7-2021-16:39:09,27.25024,60.07654,176.3444,578.5577,93.57641,307.0092,,,,,,,
10-7-2021-16:39:10,27.62747,60.9082,177.9067,583.6833,94.8788,311.2821,,,,,,,
10-7-2021-16:39:11,24.10632,53.14539,179.4902,588.8785,93.25081,305.941,,,,,,,
10-7-2021-16:39:12,24.9866,55.08606,181.0647,594.0443,92.27402,302.7363,,,,,,,
10-7-2021-16:39:13,23.72903,52.3136,182.6289,599.1763,93.02289,305.1932,,,,,,,
10-7-2021-16:39:14,26.11842,57.5813,184.2059,604.35,91.72051,300.9203,,,,,,,
10-7-2021-16:39:15,27.62747,60.9082,185.7701,609.482,92.66473,304.0182,,,,,,,
10-7-2021-16:39:16,31.65172,69.78015,187.3449,614.6487,92.27402,302.7363,,,,,,,
10-7-2021-16:39:17,28.00477,61.73999,188.9281,619.843,92.59962,303.8045,,,,,,,
10-7-2021-16:39:18,25.61538,56.47229,190.5002,625.0007,92.92521,304.8727,,,,,,,
10-7-2021-16:39:20,26.36991,58.13574,192.2465,630.73,93.99968,308.3979,,,,,,,
10-7-2021-16:39:21,26.36991,58.13574,193.8994,636.153,96.70213,317.2642,,,,,,,
10-7-2021-16:39:22,25.36389,55.91785,195.5627,641.6099,97.32077,319.2939,,,,,,,
10-7-2021-16:39:23,27.25024,60.07654,197.2251,647.0641,98.5906,323.46,,,,,,,
10-7-2021-16:39:24,26.62145,58.69031,198.8884,652.521,99.43715,326.2374,,,,,,,
10-7-2021-16:39:25,27.50173,60.63098,200.5479,657.9654,96.57189,316.8369,,,,,,,
10-7-2021-16:39:26,25.36389,55.91785,202.1954,663.3707,99.30691,325.8101,,,,,,,
10-7-2021-16:39:27,25.74113,56.74951,203.8836,668.9094,98.00452,321.5371,,,,,,,
10-7-2021-16:39:28,26.62145,58.69031,205.6684,674.7651,99.50227,326.451,,,,,,,
10-7-2021-16:39:29,22.34572,49.26392,207.3135,680.1623,95.92071,314.7005,,,,,,,
10-7-2021-16:39:30,23.22599,51.20459,208.9624,685.572,97.61381,320.2553,,,,,,,
10-7-2021-16:39:31,31.65172,69.78015,210.6069,690.9675,97.51614,319.9348,,,,,,,
10-7-2021-16:39:32,26.24416,57.85852,212.2889,696.4858,98.62315,323.5668,,,,,,,
10-7-2021-16:39:33,27.62747,60.9082,213.9415,701.9079,97.15797,318.7597,,,,,,,
10-7-2021-16:39:34,26.62145,58.69031,215.6021,707.3559,98.19987,322.1781,,,,,,,
10-7-2021-16:39:35,24.60936,54.25439,217.255,712.7789,97.41845,319.6143,,,,,,,
10-7-2021-16:39:36,24.73511,54.53162,218.9131,718.2189,150.4581,493.6289,,,,,,,
10-7-2021-16:39:37,26.99869,59.52197,220.5794,723.6855,98.36268,322.7122,,,,,,,
10-7-2021-16:39:38,28.00477,61.73999,222.2345,729.1157,97.15797,318.7597,,,,,,,
10-7-2021-16:39:39,27.62747,60.9082,223.9021,734.5869,98.52547,323.2463,,,,,,,
10-7-2021-16:39:40,29.76537,65.62146,225.5509,739.9965,100.9674,331.258,,,,,,,
10-7-2021-16:39:41,29.51388,65.06702,227.2207,745.4748,98.52547,323.2463,,,,,,,
10-7-2021-16:39:42,24.86085,54.80884,228.888,750.945,98.52547,323.2463,,,,,,,
10-7-2021-16:39:43,26.7472,58.96753,230.5537,756.4099,98.29755,322.4985,,,,,,,
10-7-2021-16:39:44,25.61538,56.47229,232.2303,761.9104,97.67892,320.4689,,,,,,,
10-7-2021-16:39:45,27.50173,60.63098,233.8895,767.3539,99.24178,325.5964,,,,,,,
10-7-2021-16:39:46,26.62145,58.69031,235.5562,772.8223,97.87429,321.1099,,,,,,,
10-7-2021-16:39:47,22.72296,50.09558,237.2149,778.2641,96.8975,317.9052,,,,,,,
10-7-2021-16:39:48,28.00477,61.73999,238.9015,783.7975,98.29755,322.4985,,,,,,,
10-7-2021-16:39:49,28.63355,63.12622,240.5726,789.2802,134.6992,441.9266,,,,,,,
10-7-2021-16:39:50,26.36991,58.13574,242.2595,794.8145,109.6609,359.7798,,,,,,,
10-7-2021-16:39:51,26.24416,57.85852,243.9216,800.2678,98.1022,321.8576,,,,,,,
10-7-2021-16:39:52,23.85478,52.59082,245.6321,805.8796,98.68828,323.7804,,,,,,,
10-7-2021-16:39:53,24.23207,53.42261,247.2954,811.3365,98.13476,321.9644,,,,,,,
10-7-2021-16:39:54,30.77144,67.83948,248.9464,816.7533,96.63702,317.0506,,,,,,,
10-7-2021-16:39:55,28.63355,63.12622,250.6202,822.2449,99.04643,324.9555,,,,,,,
10-7-2021-16:39:56,26.7472,58.96753,252.2822,827.6973,96.8975,317.9052,,,,,,,
10-7-2021-16:39:58,30.14266,66.45325,253.9538,833.1818,100.1535,328.5875,,,,,,,
10-7-2021-16:39:59,26.7472,58.96753,255.6168,838.6378,98.88363,324.4214,,,,,,,
10-7-2021-16:40:00,26.36991,58.13574,257.2668,844.051,99.99066,328.0533,,,,,,,
10-7-2021-16:40:01,28.38206,62.57178,258.9246,849.4901,98.39523,322.819,,,,,,,
10-7-2021-16:40:02,34.0411,75.04785,260.5813,854.9256,98.1022,321.8576,,,,,,,
10-7-2021-16:40:03,32.78354,72.27539,262.2451,860.3842,99.89298,327.7329,,,,,,,
10-7-2021-16:40:04,25.23814,55.64063,263.8804,865.7495,97.19052,318.8665,,,,,,,
10-7-2021-16:40:05,28.13051,62.01721,265.5692,871.29,98.23244,322.2849,,,,,,,
10-7-2021-16:40:06,27.75327,61.18555,267.2018,876.6462,99.73017,327.1987,,,,,,,
10-7-2021-16:40:07,29.76537,65.62146,268.8515,882.0586,97.80917,320.8962,,,,,,,
10-7-2021-16:40:08,31.77746,70.05737,270.4876,887.4265,99.33947,325.9169,,,,,,,
10-7-2021-16:40:09,32.65779,71.99817,272.1571,892.9038,96.70213,317.2642,,,,,,,
10-7-2021-16:40:10,29.13659,64.23523,273.7954,898.2788,97.451,319.7211,,,,,,,
10-7-2021-16:40:11,26.62145,58.69031,275.4774,903.7971,96.70213,317.2642,,,,,,,
10-7-2021-16:40:12,30.26841,66.73047,277.1143,909.1676,97.51614,319.9348,,,,,,,
10-7-2021-16:40:13,31.52597,69.50293,278.7618,914.5729,96.34398,316.0892,,,,,,,
10-7-2021-16:40:14,28.38206,62.57178,280.4026,919.9559,97.74404,320.6826,,,,,,,
10-7-2021-16:40:15,25.74113,56.74951,282.0479,925.3539,95.88815,314.5937,,,,,,,
10-7-2021-16:40:16,28.38206,62.57178,283.693,930.7512,97.41845,319.6143,,,,,,,
10-7-2021-16:40:17,29.63962,65.34424,285.3516,936.1929,95.98582,314.9141,,,,,,,
10-7-2021-16:40:18,29.76537,65.62146,287.0021,941.608,96.8975,317.9052,,,,,,,
10-7-2021-16:40:19,24.73511,54.53162,288.6407,946.9838,95.7579,314.1664,,,,,,,
10-7-2021-16:40:20,33.16077,73.10706,290.82,954.1339,151.0767,495.6585,,,,,,,
10-7-2021-16:40:21,30.64564,67.56213,292.4789,959.5765,97.7766,320.7894,,,,,,,
10-7-2021-16:40:22,29.13659,64.23523,294.1251,964.9773,99.04643,324.9555,,,,,,,
10-7-2021-16:40:23,28.13051,62.01721,295.765,970.3576,95.88815,314.5937,,,,,,,
10-7-2021-16:40:24,27.12449,59.79932,297.4188,975.7833,97.09285,318.5461,,,,,,,
10-7-2021-16:40:25,25.23814,55.64063,299.0609,981.1708,96.18118,315.5551,,,,,,,
10-7-2021-16:40:26,33.16077,73.10706,300.7146,986.5965,96.83237,317.6915,,,,,,,
10-7-2021-16:40:28,32.2805,71.16638,302.3548,991.9777,96.8975,317.9052,,,,,,,
10-7-2021-16:40:29,27.62747,60.9082,304.0246,997.4559,96.8975,317.9052,,,,,,,
10-7-2021-16:40:30,25.99267,57.30408,305.6653,1002.839,97.06029,318.4393,,,,,,,
10-7-2021-16:40:31,33.66381,74.21606,307.3788,1008.46,96.96262,318.1188,,,,,,,
10-7-2021-16:40:32,31.65172,69.78015,309.0211,1013.849,97.54868,320.0416,,,,,,,
10-7-2021-16:40:33,28.63355,63.12622,310.6884,1019.319,96.79981,317.5847,,,,,,,
10-7-2021-16:40:34,29.76537,65.62146,312.3333,1024.715,97.51614,319.9348,,,,,,,
10-7-2021-16:40:35,28.88504,63.68066,314.302,1031.175,142.2531,466.7095,,,,,,,
10-7-2021-16:40:36,32.02901,70.61194,315.9474,1036.573,96.60446,316.9438,,,,,,,
10-7-2021-16:40:37,31.77746,70.05737,317.6028,1042.004,101.1954,332.0058,,,,,,,
10-7-2021-16:40:38,29.13659,64.23523,319.2565,1047.429,99.82786,327.5192,,,,,,,
10-7-2021-16:40:39,29.13659,64.23523,320.9409,1052.956,98.29755,322.4985,,,,,,,
10-7-2021-16:40:40,31.77746,70.05737,322.6077,1058.424,98.55803,323.3531,,,,,,,
10-7-2021-16:40:41,32.53199,71.72083,324.3073,1064.0,98.03708,321.644,,,,,,,
10-7-2021-16:40:42,29.76537,65.62146,325.9953,1069.538,98.85107,324.3145,,,,,,,
10-7-2021-16:40:43,34.16685,75.32507,327.6713,1075.037,97.90685,321.2167,,,,,,,
10-7-2021-16:40:44,34.92138,76.98853,329.353,1080.554,99.20923,325.4896,,,,,,,
10-7-2021-16:40:45,32.65779,71.99817,331.0371,1086.08,99.33947,325.9169,,,,,,,
10-7-2021-16:40:46,30.39415,67.00769,332.7726,1091.773,101.3582,332.5399,,,,,,,
10-7-2021-16:40:47,25.74113,56.74951,334.4404,1097.245,99.92554,327.8397,,,,,,,
10-7-2021-16:40:48,30.89719,68.1167,336.118,1102.75,99.53483,326.5578,,,,,,,
10-7-2021-16:40:49,32.2805,71.16638,337.8017,1108.273,98.88363,324.4214,,,,,,,
10-7-2021-16:40:50,31.90321,70.33459,339.4899,1113.812,97.7766,320.7894,,,,,,,
10-7-2021-16:40:51,32.78354,72.27539,341.1759,1119.344,99.20923,325.4896,,,,,,,
10-7-2021-16:40:52,35.17292,77.54309,343.133,1125.765,126.0709,413.6185,,,,,,,
10-7-2021-16:40:53,32.65779,71.99817,344.8007,1131.236,100.7721,330.6171,,,,,,,
10-7-2021-16:40:55,30.26841,66.73047,346.4821,1136.752,100.8372,330.8307,,,,,,,
10-7-2021-16:40:56,32.15475,70.88916,348.1581,1142.251,100.8372,330.8307,,,,,,,
10-7-2021-16:40:57,31.65172,69.78015,349.8325,1147.744,99.66506,326.9851,,,,,,,
10-7-2021-16:40:58,31.14868,68.67114,351.5163,1153.269,99.01386,324.8486,,,,,,,
10-7-2021-16:40:59,30.5199,67.28491,353.2029,1158.802,99.4697,326.3442,,,,,,,
