DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI
10-7-2021-8:44:52,74.15753,163.4895,749.7205,2459.713,-60.91909,-199.8658
10-7-2021-8:44:53,75.1636,165.7075,748.6251,2456.119,-66.29143,-217.4916
10-7-2021-8:44:54,76.16962,167.9254,747.4638,2452.309,-68.79852,-225.7169
10-7-2021-8:44:55,78.81056,173.7477,746.1042,2447.848,-77.88266,-255.5205
10-7-2021-8:44:56,74.28328,163.7667,744.8053,2443.587,-76.74308,-251.7818
10-7-2021-8:44:57,82.20596,181.2333,743.3727,2438.887,-88.00871,-288.7425
10-7-2021-8:44:58,70.88787,156.2811,741.8463,2433.879,-89.47389,-293.5495
10-7-2021-8:44:59,78.55901,173.1931,740.1666,2428.368,-109.0097,-357.6433
10-7-2021-8:45:00,79.94238,176.2429,738.8635,2424.093,-76.12444,-249.7521
10-7-2021-8:45:01,75.28935,165.9847,737.5171,2419.676,-78.46873,-257.4433
10-7-2021-8:45:02,76.16962,167.9254,736.19,2415.322,-77.13379,-253.0636
10-7-2021-8:45:03,75.66664,166.8165,734.67,2410.335,-88.17151,-289.2766
10-7-2021-8:45:04,76.54692,168.7572,733.0817,2405.124,-92.8601,-304.6591
10-7-2021-8:45:06,78.05598,172.0841,731.5251,2400.017,-91.59027,-300.493
10-7-2021-8:45:07,80.44536,177.3518,729.9278,2394.776,-91.68795,-300.8135
10-7-2021-8:45:08,79.1878,174.5793,728.3655,2389.65,-91.0042,-298.5702
10-7-2021-8:45:09,76.04388,167.6482,726.8004,2384.516,-90.15765,-295.7928
10-7-2021-8:45:10,78.30752,172.6387,725.2625,2379.47,-91.68795,-300.8135
10-7-2021-8:45:11,74.91206,165.153,723.7273,2374.433,-90.87396,-298.1429
10-7-2021-8:45:12,78.18178,172.3615,722.1796,2369.356,-90.45068,-296.7542
10-7-2021-8:45:14,76.29543,168.2028,720.6501,2364.338,-89.05062,-292.1608
10-7-2021-8:45:15,79.56509,175.4111,719.1003,2359.253,-90.6786,-297.502
10-7-2021-8:45:16,75.4151,166.262,717.4026,2353.683,-121.8707,-399.8384
10-7-2021-8:45:17,77.55299,170.9752,715.8622,2348.629,-92.50195,-303.4841
10-7-2021-8:45:18,76.29543,168.2028,714.2961,2343.491,-91.0042,-298.5702
10-7-2021-8:45:19,75.66664,166.8165,712.7607,2338.454,-89.53902,-293.7632
10-7-2021-8:45:20,73.7803,162.6578,711.1951,2333.317,-90.84139,-298.0361
10-7-2021-8:45:21,77.55299,170.9752,709.6507,2328.25,-91.78563,-301.1339
10-7-2021-8:45:22,77.55299,170.9752,708.1144,2323.21,-90.80884,-297.9293
10-7-2021-8:45:23,78.55901,173.1931,706.5638,2318.123,-90.6786,-297.502
10-7-2021-8:45:24,74.91206,165.153,705.0264,2313.079,-90.58092,-297.1815
10-7-2021-8:45:25,75.79239,167.0938,703.4796,2308.004,-89.60413,-293.9768
10-7-2021-8:45:26,76.29543,168.2028,701.8394,2302.623,-91.39491,-299.8521
10-7-2021-8:45:27,74.91206,165.153,700.3047,2297.588,-91.72051,-300.9203
10-7-2021-8:45:28,75.79239,167.0938,698.7551,2292.504,-90.45068,-296.7542
10-7-2021-8:45:29,75.1636,165.7075,697.223,2287.477,-90.87396,-298.1429
10-7-2021-8:45:30,75.66664,166.8165,695.6733,2282.393,-90.54836,-297.0747
10-7-2021-8:45:31,75.66664,166.8165,694.1211,2277.3,-89.44135,-293.4427
10-7-2021-8:45:32,72.01969,158.7764,692.5881,2272.271,-91.36235,-299.7452
10-7-2021-8:45:33,77.04996,169.8662,691.0432,2267.202,-92.2089,-302.5226
10-7-2021-8:45:34,74.15753,163.4895,689.4816,2262.079,-92.99034,-305.0864
10-7-2021-8:45:35,74.15753,163.4895,687.9375,2257.013,-89.27853,-292.9086
10-7-2021-8:45:36,76.04388,167.6482,686.3847,2251.918,-92.07867,-302.0954
10-7-2021-8:45:37,74.40908,164.0441,684.8489,2246.88,-92.33915,-302.95
10-7-2021-8:45:38,74.28328,163.7667,683.2925,2241.773,-91.46003,-300.0657
10-7-2021-8:45:39,72.39693,159.608,681.737,2236.67,-90.71116,-297.6088
10-7-2021-8:45:40,76.16962,167.9254,680.2005,2231.629,-90.87396,-298.1429
10-7-2021-8:45:41,74.78632,164.8757,678.6458,2226.528,-91.59027,-300.493
10-7-2021-8:45:42,73.27726,161.5488,677.0861,2221.411,-93.05546,-305.3
10-7-2021-8:45:43,75.4151,166.262,675.5472,2216.362,-93.77177,-307.6501
10-7-2021-8:45:44,72.01969,158.7764,673.9962,2211.274,-92.50195,-303.4841
10-7-2021-8:45:45,73.90604,162.9351,672.4606,2206.235,-92.0461,-301.9885
10-7-2021-8:45:46,74.66057,164.5985,670.8966,2201.104,-89.40878,-293.3359
10-7-2021-8:45:48,72.89996,160.717,669.3473,2196.021,-91.16701,-299.1043
10-7-2021-8:45:49,76.29543,168.2028,667.7999,2190.944,-92.17635,-302.4158
10-7-2021-8:45:50,73.15146,161.2715,666.2568,2185.882,-90.54836,-297.0747
10-7-2021-8:45:51,72.01969,158.7764,664.6997,2180.773,-92.66473,-304.0182
10-7-2021-8:45:52,71.89389,158.499,663.1504,2175.69,-90.97164,-298.4634
10-7-2021-8:45:53,72.52267,159.8853,661.5709,2170.508,-93.21825,-305.8342
10-7-2021-8:45:54,71.89389,158.499,659.9951,2165.338,-93.57641,-307.0092
10-7-2021-8:45:55,74.66057,164.5985,658.4474,2160.26,-90.80884,-297.9293
10-7-2021-8:45:56,73.6545,162.3805,656.9041,2155.197,-92.56705,-303.6977
10-7-2021-8:45:57,74.28328,163.7667,655.3577,2150.124,-90.64604,-297.3951
10-7-2021-8:45:58,73.27726,161.5488,653.8036,2145.025,-90.12508,-295.686
10-7-2021-8:45:59,74.15753,163.4895,652.2665,2139.982,-91.88332,-301.4544
10-7-2021-8:46:00,73.27726,161.5488,650.7245,2134.923,-98.85107,-324.3145
10-7-2021-8:46:01,71.01362,156.5583,649.1415,2129.729,-90.6786,-297.502
10-7-2021-8:46:02,71.39091,157.3901,647.6026,2124.68,-90.77628,-297.8224
10-7-2021-8:46:03,70.51057,155.4493,646.0468,2119.576,-90.25533,-296.1133
10-7-2021-8:46:04,72.77422,160.4398,644.4896,2114.467,-91.72051,-300.9203
10-7-2021-8:46:05,71.89389,158.499,642.9471,2109.406,-93.93456,-308.1843
10-7-2021-8:46:06,72.39693,159.608,641.379,2104.262,-123.9871,-406.7819
10-7-2021-8:46:07,70.00754,154.3403,639.8387,2099.208,-91.49259,-300.1725
10-7-2021-8:46:08,70.76212,156.0039,638.2862,2094.115,-93.41361,-306.4751
10-7-2021-8:46:09,71.01362,156.5583,636.7399,2089.042,-92.99034,-305.0864
10-7-2021-8:46:10,73.15146,161.2715,635.1851,2083.941,-93.05546,-305.3
10-7-2021-8:46:11,67.36666,148.5182,633.6331,2078.849,-90.6786,-297.502
10-7-2021-8:46:12,71.76814,158.2218,632.0787,2073.749,-91.36235,-299.7452
10-7-2021-8:46:13,72.52267,159.8853,630.5899,2068.865,-85.5993,-280.8376
10-7-2021-8:46:14,64.97727,143.2505,629.4584,2065.152,-65.99839,-216.5302
10-7-2021-8:46:15,61.58187,135.7649,628.2955,2061.337,-66.97518,-219.7348
10-7-2021-8:46:16,67.8697,149.6272,627.0797,2057.348,-67.26822,-220.6962
10-7-2021-8:46:17,69.50455,153.2314,625.9279,2053.569,-67.78918,-222.4054
10-7-2021-8:46:18,69.50455,153.2314,624.7582,2049.732,-69.54739,-228.1739
10-7-2021-8:46:19,69.6303,153.5087,623.5882,2045.893,-69.09156,-226.6783
10-7-2021-8:46:20,70.51057,155.4493,622.4212,2042.064,-68.31013,-224.1146
10-7-2021-8:46:21,69.50455,153.2314,621.2618,2038.261,-68.14733,-223.5805
10-7-2021-8:46:22,70.00754,154.3403,620.0978,2034.442,-69.18924,-226.9988
10-7-2021-8:46:23,68.49848,151.0134,618.9433,2030.654,-67.59381,-221.7645
10-7-2021-8:46:24,68.12119,150.1816,617.7747,2026.82,-68.34269,-224.2214
10-7-2021-8:46:25,68.87578,151.8452,616.3641,2022.192,-87.06448,-285.6446
10-7-2021-8:46:27,67.36666,148.5182,614.8972,2017.379,-83.97131,-275.4964
10-7-2021-8:46:28,65.98335,145.4685,613.4655,2012.682,-83.71085,-274.6419
10-7-2021-8:46:29,70.76212,156.0039,612.0377,2007.998,-84.19923,-276.2442
10-7-2021-8:46:30,70.51057,155.4493,610.6176,2003.338,-84.72018,-277.9534
10-7-2021-8:46:31,61.83336,136.3193,609.3735,1999.257,-69.67764,-228.6012
10-7-2021-8:46:32,74.28328,163.7667,608.1924,1995.382,-71.4033,-234.2628
10-7-2021-8:46:33,71.76814,158.2218,606.9866,1991.426,-70.03579,-229.7762
10-7-2021-8:46:34,64.60004,142.4188,605.987,1988.146,-55.70955,-182.7741
10-7-2021-8:46:35,71.51665,157.6674,605.0105,1984.943,-56.10026,-184.056
10-7-2021-8:46:36,70.00754,154.3403,604.0465,1981.78,-56.94681,-186.8334
10-7-2021-8:46:37,67.61816,149.0726,603.0618,1978.549,-57.85848,-189.8244
10-7-2021-8:46:38,66.23484,146.0229,602.0584,1975.257,-55.57931,-182.3468
10-7-2021-8:46:39,66.61214,146.8547,601.0762,1972.035,-56.71889,-186.0856
10-7-2021-8:46:40,70.76212,156.0039,600.1168,1968.887,-58.80272,-192.9223
10-7-2021-8:46:41,73.27726,161.5488,599.1422,1965.69,-57.40265,-188.3289
10-7-2021-8:46:42,70.51057,155.4493,598.1887,1962.561,-61.08189,-200.3999
10-7-2021-8:46:43,66.98937,147.6864,597.2201,1959.383,-55.35139,-181.5991
10-7-2021-8:46:44,61.07883,134.6559,596.3483,1956.523,-50.8256,-166.7507
10-7-2021-8:46:45,69.8818,154.0631,595.5023,1953.748,-49.68601,-163.0118
10-7-2021-8:46:46,66.86362,147.4092,594.5141,1950.505,-57.53289,-188.7562
10-7-2021-8:46:47,69.00152,152.1224,593.3308,1946.623,-69.48228,-227.9602
10-7-2021-8:46:48,68.62423,151.2906,592.0626,1942.463,-74.3011,-243.77
10-7-2021-8:46:49,66.23484,146.0229,590.817,1938.376,-74.23598,-243.5564
10-7-2021-8:46:50,69.8818,154.0631,589.457,1933.914,-82.99452,-272.2917
10-7-2021-8:46:51,70.00754,154.3403,587.9373,1928.928,-90.19021,-295.8996
10-7-2021-8:46:52,66.61214,146.8547,586.4037,1923.897,-90.12508,-295.686
10-7-2021-8:46:53,70.00754,154.3403,584.8718,1918.871,-89.50645,-293.6563
10-7-2021-8:46:54,66.48639,146.5775,583.3429,1913.855,-87.68311,-287.6743
10-7-2021-8:46:55,69.6303,153.5087,581.8432,1908.934,-89.40878,-293.3359
10-7-2021-8:46:56,74.78632,164.8757,580.3159,1903.924,-137.2714,-450.3656
10-7-2021-8:46:57,70.76212,156.0039,578.7726,1898.86,-90.58092,-297.1815
10-7-2021-8:46:58,65.60606,144.6367,577.2716,1893.936,-88.23663,-289.4903
10-7-2021-8:46:59,44.60467,98.33655,576.1719,1890.328,-62.15636,-203.925
10-7-2021-8:47:00,56.30006,124.1205,575.0619,1886.686,-64.24017,-210.7617
10-7-2021-8:47:01,64.097,141.3098,573.9551,1883.055,-66.74727,-218.9871
10-7-2021-8:47:02,67.11517,147.9637,572.8356,1879.382,-65.24952,-214.0732
10-7-2021-8:47:04,64.22275,141.587,571.671,1875.561,-65.6728,-215.4619
10-7-2021-8:47:05,63.46822,139.9236,570.1874,1870.694,-90.25533,-296.1133
10-7-2021-8:47:06,68.12119,150.1816,568.7733,1866.054,-85.7621,-281.3717
10-7-2021-8:47:07,72.89996,160.717,567.2609,1861.092,-88.13895,-289.1698
10-7-2021-8:47:08,64.60004,142.4188,565.6597,1855.839,-96.63702,-317.0506
10-7-2021-8:47:09,67.99545,149.9044,564.0608,1850.593,-94.2276,-309.1457
10-7-2021-8:47:10,70.51057,155.4493,562.4493,1845.306,-93.05546,-305.3
10-7-2021-8:47:11,66.86362,147.4092,560.7245,1839.647,-128.9036,-422.9121
10-7-2021-8:47:12,65.7318,144.9139,559.08,1834.252,-99.17667,-325.3828
10-7-2021-8:47:13,65.8576,145.1913,557.4186,1828.801,-97.35333,-319.4007
10-7-2021-8:47:14,69.25301,152.6769,555.5901,1822.802,-112.1354,-367.8983
10-7-2021-8:47:15,62.96518,138.8146,553.6588,1816.466,-112.2656,-368.3256
10-7-2021-8:47:16,66.61214,146.8547,551.8062,1810.388,-110.019,-360.9548
10-7-2021-8:47:17,71.39091,157.3901,549.9332,1804.243,-108.4236,-355.7205
10-7-2021-8:47:18,67.24091,148.241,547.9893,1797.865,-107.6747,-353.2635
10-7-2021-8:47:19,68.62423,151.2906,546.1448,1791.814,-110.1493,-361.3821
10-7-2021-8:47:20,62.58789,137.9828,544.493,1786.394,-105.656,-346.6405
10-7-2021-8:47:21,73.403,161.826,543.1472,1781.979,-76.51515,-251.034
10-7-2021-8:47:22,73.02571,160.9943,541.7365,1777.351,-81.43166,-267.1642
10-7-2021-8:47:23,71.13936,156.8356,540.3408,1772.772,-82.37589,-270.2621
10-7-2021-8:47:24,43.09562,95.00964,538.9253,1768.128,-83.12476,-272.719
10-7-2021-8:47:25,72.14544,159.0536,537.4861,1763.406,-85.33882,-279.983
10-7-2021-8:47:26,69.12727,152.3997,535.7971,1757.865,-102.8885,-337.5606
10-7-2021-8:47:27,65.22882,143.8051,534.0175,1752.026,-101.7163,-333.715
10-7-2021-8:47:28,66.23484,146.0229,532.1955,1746.048,-139.9739,-459.2319
10-7-2021-8:47:29,68.24699,150.459,530.3868,1740.114,-105.6886,-346.7474
10-7-2021-8:47:30,66.36059,146.3002,528.5743,1734.168,-106.8933,-350.6998
10-7-2021-8:47:31,65.7318,144.9139,526.7743,1728.262,-105.8514,-347.2815
10-7-2021-8:47:32,62.96518,138.8146,524.9814,1722.38,-105.07,-344.7177
10-7-2021-8:47:33,62.58789,137.9828,523.1954,1716.521,-104.9397,-344.2904
10-7-2021-8:47:34,65.7318,144.9139,521.3843,1710.578,-106.2421,-348.5634
10-7-2021-8:47:35,60.57579,133.5469,519.5726,1704.635,-105.8188,-347.1747
10-7-2021-8:47:36,62.96518,138.8146,517.6603,1698.361,-104.8095,-343.8632
10-7-2021-8:47:38,65.22882,143.8051,515.866,1692.474,-105.3304,-345.5723
10-7-2021-8:47:39,65.98335,145.4685,514.06,1686.549,-106.8282,-350.4861
10-7-2021-8:47:40,64.3485,141.8643,512.2662,1680.664,-105.2002,-345.145
10-7-2021-8:47:41,63.97126,141.0326,510.4402,1674.673,-104.0606,-341.4062
10-7-2021-8:47:42,63.97126,141.0326,508.6568,1668.821,-106.5026,-349.4179
10-7-2021-8:47:43,64.097,141.3098,506.8456,1662.879,-105.7863,-347.0678
10-7-2021-8:47:44,61.07883,134.6559,505.0364,1656.943,-103.9304,-340.9789
10-7-2021-8:47:45,62.83944,138.5374,503.0847,1650.54,-149.7092,-491.172
10-7-2021-8:47:46,60.1985,132.7151,501.2047,1644.372,-108.4236,-355.7205
10-7-2021-8:47:47,65.10302,143.5277,499.1903,1637.763,-120.5358,-395.4586
10-7-2021-8:47:48,65.8576,145.1913,497.1971,1631.224,-115.8472,-380.0761
10-7-2021-8:47:49,64.85153,142.9733,495.2224,1624.745,-115.3588,-378.4738
10-7-2021-8:47:50,66.86362,147.4092,493.233,1618.218,-114.6425,-376.1237
10-7-2021-8:47:51,60.95309,134.3787,491.2596,1611.744,-115.0332,-377.4055
10-7-2021-8:47:52,62.58789,137.9828,489.2957,1605.301,-114.2843,-374.9486
10-7-2021-8:47:53,63.46822,139.9236,487.3039,1598.766,-115.5216,-379.0079
10-7-2021-8:47:54,63.97126,141.0326,485.2217,1591.935,-116.1077,-380.9307
10-7-2021-8:47:55,68.24699,150.459,483.2081,1585.328,-116.3356,-381.6785
10-7-2021-8:47:56,62.21065,137.1511,481.3501,1579.233,-106.7305,-350.1657
10-7-2021-8:47:57,72.27118,159.3308,479.7788,1574.077,-91.75307,-301.0271
10-7-2021-8:47:58,55.54553,122.457,478.6821,1570.479,-58.47712,-191.854
10-7-2021-8:47:59,31.02294,68.39392,478.6273,1570.299,6.51E-02,2.14E-01
10-7-2021-8:48:00,42.21529,93.06885,478.6653,1570.424,2.018698,6.623024
10-7-2021-8:48:01,34.29259,75.60229,479.0139,1571.568,22.66151,74.34879
10-7-2021-8:48:02,33.41232,73.66162,479.966,1574.692,84.42715,276.992
10-7-2021-8:48:03,34.92138,76.98853,481.0969,1578.402,65.37976,214.5005
10-7-2021-8:48:04,37.18502,81.979,482.224,1582.1,67.52869,221.5508
10-7-2021-8:48:05,33.28658,73.3844,483.4293,1586.054,71.50097,234.5832
10-7-2021-8:48:06,28.63355,63.12622,484.8109,1590.587,82.96197,272.1849
10-7-2021-8:48:07,30.14266,66.45325,486.2232,1595.22,82.96197,272.1849
10-7-2021-8:48:08,33.03503,72.82983,487.6843,1600.014,85.69698,281.1581
10-7-2021-8:48:09,31.40023,69.22571,489.2276,1605.077,92.72986,304.2318
10-7-2021-8:48:10,28.38206,62.57178,490.8561,1610.42,93.86945,307.9706
10-7-2021-8:48:12,30.14266,66.45325,492.4496,1615.648,94.78112,310.9617
10-7-2021-8:48:13,27.87902,61.46277,494.1327,1621.17,93.41361,306.4751
10-7-2021-8:48:14,30.89719,68.1167,495.7268,1626.4,94.3904,309.6798
10-7-2021-8:48:15,31.40023,69.22571,497.3564,1631.747,95.85558,314.4868
10-7-2021-8:48:16,28.5078,62.849,498.9521,1636.982,94.35784,309.573
10-7-2021-8:48:17,31.02294,68.39392,500.5733,1642.301,94.81367,311.0685
10-7-2021-8:48:18,34.41834,75.87952,502.1763,1647.56,93.96713,308.2911
10-7-2021-8:48:19,30.14266,66.45325,504.0311,1653.645,143.588,471.0893
10-7-2021-8:48:20,31.65172,69.78015,505.6328,1658.9,95.23695,312.4572
10-7-2021-8:48:21,30.64564,67.56213,507.2502,1664.207,93.90201,308.0775
10-7-2021-8:48:22,32.02901,70.61194,508.8508,1669.458,94.8788,311.2821
10-7-2021-8:48:23,31.02294,68.39392,510.4839,1674.816,94.45552,309.8934
10-7-2021-8:48:24,32.15475,70.88916,512.0826,1680.061,94.68344,310.6412
10-7-2021-8:48:25,33.03503,72.82983,513.7027,1685.376,95.00903,311.7094
10-7-2021-8:48:26,30.89719,68.1167,515.2968,1690.606,94.32529,309.4662
10-7-2021-8:48:27,32.78354,72.27539,516.9133,1695.91,96.14863,315.4482
10-7-2021-8:48:28,32.90929,72.55261,518.6173,1701.5,95.82302,314.38
10-7-2021-8:48:29,30.39415,67.00769,520.2656,1706.908,95.7579,314.1664
10-7-2021-8:48:30,30.39415,67.00769,521.8884,1712.232,94.52064,310.1071
10-7-2021-8:48:31,32.15475,70.88916,523.5159,1717.572,96.0835,315.2346
10-7-2021-8:48:32,30.89719,68.1167,525.1295,1722.866,96.34398,316.0892
10-7-2021-8:48:33,32.02901,70.61194,526.7618,1728.221,95.69279,313.9527
10-7-2021-8:48:34,32.15475,70.88916,528.376,1733.517,94.68344,310.6412
10-7-2021-8:48:35,29.63962,65.34424,530.0096,1738.877,95.7579,314.1664
10-7-2021-8:48:36,31.65172,69.78015,531.6254,1744.178,138.8994,455.7068
10-7-2021-8:48:37,31.40023,69.22571,533.2537,1749.52,96.05095,315.1278
10-7-2021-8:48:38,30.39415,67.00769,534.8621,1754.797,94.61832,310.4276
10-7-2021-8:48:39,41.08347,90.57361,535.4021,1756.568,52.35591,171.7713
10-7-2021-8:48:40,40.20319,88.63293,535.0482,1755.408,-3.26E-02,-1.07E-01
10-7-2021-8:48:41,57.18039,126.0613,533.8745,1751.557,-61.24469,-200.934
10-7-2021-8:48:42,62.46214,137.7056,532.453,1746.893,-82.92941,-272.0781
10-7-2021-8:48:43,73.27726,161.5488,530.7811,1741.408,-102.5303,-336.3855
10-7-2021-8:48:44,59.31823,130.7744,529.1075,1735.917,-97.67892,-320.4689
10-7-2021-8:48:45,59.31823,130.7744,527.3145,1730.035,-108.2282,-355.0796
10-7-2021-8:48:47,57.05459,125.7839,525.2833,1723.37,-122.9778,-403.4704
10-7-2021-8:48:48,69.12727,152.3997,523.269,1716.762,-119.5916,-392.3608
10-7-2021-8:48:49,67.8697,149.6272,521.2397,1710.104,-119.9497,-393.5358
10-7-2021-8:48:50,62.21065,137.1511,519.2172,1703.469,-117.9636,-387.0196
10-7-2021-8:48:51,64.60004,142.4188,517.1453,1696.671,-118.8753,-390.0107
10-7-2021-8:48:52,62.21065,137.1511,515.15,1690.125,-117.2798,-384.7763
10-7-2021-8:48:53,69.12727,152.3997,512.6787,1682.017,-152.7373,-501.1066
10-7-2021-8:48:54,65.7318,144.9139,510.6703,1675.427,-121.2847,-397.9156
10-7-2021-8:48:55,60.1985,132.7151,508.6546,1668.814,-121.187,-397.5951
10-7-2021-8:48:56,64.097,141.3098,506.6253,1662.156,-120.7637,-396.2064
10-7-2021-8:48:57,60.57579,133.5469,504.6283,1655.605,-121.8056,-399.6247
10-7-2021-8:48:58,63.97126,141.0326,502.6118,1648.989,-120.666,-395.8859
10-7-2021-8:48:59,64.097,141.3098,500.6115,1642.426,-121.4149,-398.3429
10-7-2021-8:49:00,61.70761,136.0421,498.5757,1635.747,-118.7125,-389.4766
10-7-2021-8:49:01,66.86362,147.4092,496.4699,1628.838,-121.1544,-397.4883
10-7-2021-8:49:02,66.48639,146.5775,494.3373,1621.842,-120.6009,-395.6723
10-7-2021-8:49:03,63.59396,140.2008,492.2548,1615.009,-121.1219,-397.3814
10-7-2021-8:49:04,61.07883,134.6559,490.1591,1608.133,-122.2289,-401.0134
10-7-2021-8:49:05,65.10302,143.5277,488.0468,1601.203,-121.0242,-397.061
10-7-2021-8:49:06,62.96518,138.8146,485.9494,1594.322,-120.6009,-395.6723
10-7-2021-8:49:07,62.46214,137.7056,483.8314,1587.373,-121.48,-398.5565
10-7-2021-8:49:08,62.46214,137.7056,481.7565,1580.566,-124.6709,-409.0251
10-7-2021-8:49:09,65.7318,144.9139,479.6803,1573.754,-170.9707,-560.9274
10-7-2021-8:49:10,61.20458,134.9331,477.6081,1566.956,-121.3823,-398.236
10-7-2021-8:49:11,62.96518,138.8146,475.5328,1560.147,-121.9359,-400.052
10-7-2021-8:49:12,58.18641,128.2792,473.4641,1553.36,-120.4056,-395.0313
10-7-2021-8:49:13,65.48032,144.3595,471.389,1546.552,-120.9916,-396.9541
10-7-2021-8:49:14,57.30613,126.3385,469.3366,1539.818,-120.9265,-396.7405
10-7-2021-8:49:16,64.60004,142.4188,467.2452,1532.957,-123.629,-405.6068
10-7-2021-8:49:17,53.40763,117.7438,465.169,1526.145,-122.3917,-401.5475
10-7-2021-8:49:18,65.48032,144.3595,463.1039,1519.37,-123.2382,-404.325
10-7-2021-8:49:19,59.94701,132.1606,461.0024,1512.475,-121.1219,-397.3814
10-7-2021-8:49:20,61.95911,136.5966,458.9436,1505.72,-121.7731,-399.5179
10-7-2021-8:49:21,63.84546,140.7552,456.8555,1498.87,-122.3266,-401.3339
10-7-2021-8:49:22,63.09093,139.0918,454.7605,1491.996,-120.5032,-395.3518
10-7-2021-8:49:23,63.84546,140.7552,452.6078,1484.934,-121.2521,-397.8087
10-7-2021-8:49:24,59.31823,130.7744,450.4947,1478.001,-120.8288,-396.42
10-7-2021-8:49:25,61.70761,136.0421,448.4339,1471.24,-124.5732,-408.7047
10-7-2021-8:49:26,59.69552,131.6062,446.3607,1464.438,-123.108,-403.8976
10-7-2021-8:49:27,58.18641,128.2792,443.8804,1456.301,-150.6209,-494.163
10-7-2021-8:49:28,58.18641,128.2792,441.8067,1449.497,-120.9591,-396.8474
10-7-2021-8:49:29,57.05459,125.7839,439.7193,1442.649,-121.4149,-398.3429
10-7-2021-8:49:30,58.68945,129.3882,437.6355,1435.812,-122.1963,-400.9066
10-7-2021-8:49:31,61.45607,135.4875,435.5658,1429.022,-123.8243,-406.2477
10-7-2021-8:49:32,58.81519,129.6654,433.4948,1422.227,-122.6847,-402.5089
10-7-2021-8:49:33,56.04857,123.566,431.4044,1415.369,-122.9452,-403.3635
10-7-2021-8:49:34,57.30613,126.3385,429.2115,1408.174,-120.3404,-394.8177
10-7-2021-8:49:35,60.70154,133.8241,427.0894,1401.212,-122.4894,-401.868
10-7-2021-8:49:36,52.90465,116.6349,424.9893,1394.322,-124.9313,-409.8797
10-7-2021-8:49:37,60.95309,134.3787,422.9178,1387.525,-124.8011,-409.4525
10-7-2021-8:49:38,55.79702,123.0115,420.8456,1380.727,-120.6335,-395.7791
10-7-2021-8:49:39,56.30006,124.1205,418.774,1373.93,-122.0661,-400.4793
10-7-2021-8:49:40,57.80917,127.4475,416.6953,1367.111,-123.0429,-403.684
10-7-2021-8:49:41,57.05459,125.7839,414.637,1360.358,-122.4894,-401.868
10-7-2021-8:49:43,54.28796,119.6846,412.3795,1352.951,-160.4539,-526.4236
10-7-2021-8:49:44,55.16824,121.6252,410.2973,1346.12,-124.3127,-407.8501
10-7-2021-8:49:45,52.15007,114.9713,408.1883,1339.2,-122.815,-402.9362
10-7-2021-8:49:46,55.04249,121.348,406.1169,1332.405,-123.3359,-404.6454
10-7-2021-8:49:47,56.8031,125.2295,403.9829,1325.403,-121.5777,-398.877
10-7-2021-8:49:48,54.6652,120.5162,401.8934,1318.548,-122.001,-400.2657
10-7-2021-8:49:49,57.18039,126.0613,399.8053,1311.697,-121.1219,-397.3814
10-7-2021-8:49:50,54.6652,120.5162,397.741,1304.924,-121.2195,-397.7019
10-7-2021-8:49:51,57.68337,127.1702,395.5855,1297.853,-121.0242,-397.061
10-7-2021-8:49:52,53.40763,117.7438,393.5017,1291.016,-122.3266,-401.3339
10-7-2021-8:49:53,50.76676,111.9216,391.4304,1284.22,-123.2382,-404.325
10-7-2021-8:49:54,52.15007,114.9713,389.3495,1277.394,-122.6196,-402.2953
10-7-2021-8:49:55,53.91067,118.8528,387.2109,1270.377,-123.9546,-406.675
10-7-2021-8:49:56,54.41371,119.9618,384.922,1262.867,-134.0155,-439.6833
10-7-2021-8:49:57,52.90465,116.6349,382.6407,1255.383,-135.1876,-443.529
10-7-2021-8:49:58,55.79702,123.0115,380.349,1247.864,-133.9178,-439.3629
10-7-2021-8:49:59,56.8031,125.2295,378.0823,1240.427,-134.6016,-441.6062
10-7-2021-8:50:00,56.17431,123.8433,375.7971,1232.93,-135.2853,-443.8494
10-7-2021-8:50:01,56.17431,123.8433,373.5185,1225.454,-133.5596,-438.1878
10-7-2021-8:50:02,59.31823,130.7744,371.2307,1217.948,-134.3411,-440.7516
10-7-2021-8:50:03,52.27587,115.2487,368.9618,1210.505,-135.8388,-445.6654
10-7-2021-8:50:04,53.78493,118.5756,366.6772,1203.009,-135.2527,-443.7426
10-7-2021-8:50:05,55.04249,121.348,364.3749,1195.456,-135.676,-445.1313
10-7-2021-8:50:06,53.91067,118.8528,362.0857,1187.945,-135.4807,-444.4904
10-7-2021-8:50:07,56.67735,124.9523,359.8171,1180.502,-134.1783,-440.2174
10-7-2021-8:50:08,55.29398,121.9025,357.5301,1172.999,-133.7224,-438.7219
10-7-2021-8:50:09,55.16824,121.6252,355.2352,1165.47,-135.2202,-443.6358
10-7-2021-8:50:10,57.18039,126.0613,352.9403,1157.941,-133.2666,-437.2264
10-7-2021-8:50:11,53.91067,118.8528,350.6703,1150.493,-135.4807,-444.4904
10-7-2021-8:50:12,58.5637,129.111,348.3787,1142.975,-133.3643,-437.5469
10-7-2021-8:50:13,55.16824,121.6252,346.084,1135.446,-135.0248,-442.9948
10-7-2021-8:50:15,54.6652,120.5162,343.0576,1125.517,-194.4787,-638.0536
10-7-2021-8:50:16,53.91067,118.8528,340.7356,1117.899,-134.0806,-439.897
