DATE,TMHSI,TMHI,DthMHSI,DthMHI,SpdMHSI,SpdMHI,,,,,,,
1-6-2021-16:28:28,31.29015,68.98303,112.3072,368.4618,-2.246615,-7.370785,,,,,,,
1-6-2021-16:28:29,4.516706,9.957642,112.2996,368.4369,-3.25596e-2,-1.06823e-1,,,,,,,
1-6-2021-16:28:30,1.018644,2.245728,112.203,368.12,-5.697938,-18.69402,,,,,,,
1-6-2021-16:28:31,9.629251,21.22888,112.0727,367.6927,-7.814314,-25.63751,,,,,,,
1-6-2021-16:28:32,33.30828,73.43225,111.9411,367.2609,-7.586396,-24.88975,,,,,,,
1-6-2021-16:28:33,44.20601,97.45764,111.809,366.8274,-7.749195,-25.42387,,,,,,,
1-6-2021-16:28:34,40.03525,88.2627,111.6752,366.3885,-7.553837,-24.78293,,,,,,,
1-6-2021-16:28:35,43.80241,96.56787,111.5474,365.9693,-7.488718,-24.56928,,,,,,,
1-6-2021-16:28:36,40.03525,88.2627,111.4229,365.5607,-7.456158,-24.46246,,,,,,,
1-6-2021-16:28:37,54.70014,120.5933,111.2962,365.145,-7.488718,-24.56928,,,,,,,
1-6-2021-16:28:38,51.60572,113.7712,111.1448,364.6482,-7.749195,-25.42387,,,,,,,
1-6-2021-16:28:39,54.83469,120.8899,110.8621,363.7206,-16.86589,-55.3343,,,,,,,
1-6-2021-16:28:41,58.87089,129.7882,110.489,362.4966,-17.06125,-55.97523,,,,,,,
1-6-2021-16:28:42,60.48537,133.3475,110.0679,361.1151,-24.71277,-81.07864,,,,,,,
1-6-2021-16:28:43,56.04552,123.5593,109.5559,359.4352,-30.34558,-99.55901,,,,,,,
1-6-2021-16:28:44,52.95111,116.7373,109.0137,357.6566,-31.94101,-104.7933,,,,,,,
1-6-2021-16:28:45,56.71821,125.0424,108.4754,355.8905,-31.42006,-103.0842,,,,,,,
1-6-2021-16:28:46,55.23828,121.7797,108.015,354.3799,-30.28047,-99.34536,,,,,,,
1-6-2021-16:28:47,50.12579,110.5085,108.0646,354.5428,6.51193e-2,2.13646e-1,,,,,,,
1-6-2021-16:28:48,49.31855,108.7289,108.463,355.8496,22.82431,74.8829,,,,,,,
1-6-2021-16:28:49,51.47118,113.4746,108.944,357.4279,26.92682,88.3426,,,,,,,
1-6-2021-16:28:50,49.45304,109.0254,109.4129,358.9661,27.57802,90.47906,,,,,,,
1-6-2021-16:28:51,46.89683,103.3899,109.8872,360.5222,28.00129,91.86775,,,,,,,
1-6-2021-16:28:52,65.46332,144.322,109.806,360.256,-11.33076,-37.17439,,,,,,,
1-6-2021-16:28:53,70.97945,156.483,109.4519,359.0943,-21.71728,-71.25092,,,,,,,
1-6-2021-16:28:54,64.79063,142.839,109.0555,357.7937,-23.8011,-78.08759,,,,,,,
1-6-2021-16:28:55,64.92517,143.1356,108.6409,356.4335,-24.58253,-80.65134,,,,,,,
1-6-2021-16:28:56,63.31069,139.5763,108.206,355.0066,-25.88491,-84.92426,,,,,,,
1-6-2021-16:28:57,60.75442,133.9407,107.6959,353.333,-30.86654,-101.2682,,,,,,,
1-6-2021-16:28:58,56.71821,125.0424,107.0398,351.1805,-39.26693,-128.8285,,,,,,,
1-6-2021-16:28:59,56.18007,123.856,106.2527,348.5981,-46.0719,-151.1545,,,,,,,
1-6-2021-16:29:00,54.56559,120.2966,105.398,345.794,-51.60703,-169.3144,,,,,,,
1-6-2021-16:29:01,57.3909,126.5254,104.4896,342.8136,-53.56061,-175.7238,,,,,,,
1-6-2021-16:29:02,56.58366,124.7457,103.5668,339.7861,-54.01644,-177.2193,,,,,,,
1-6-2021-16:29:03,56.71821,125.0424,102.6467,336.7674,-54.049,-177.3261,,,,,,,
1-6-2021-16:29:04,56.71821,125.0424,101.7104,333.6954,-55.64443,-182.5605,,,,,,,
1-6-2021-16:29:05,56.18007,123.856,100.7517,330.5503,-56.49098,-185.3379,,,,,,,
1-6-2021-16:29:06,57.66,127.1187,99.77658,327.351,-57.20729,-187.688,,,,,,,
1-6-2021-16:29:07,57.12186,125.9323,98.78975,324.1133,-57.76081,-189.504,,,,,,,
1-6-2021-16:29:08,56.85276,125.339,97.77308,320.7778,-57.23985,-187.7948,,,,,,,
1-6-2021-16:29:09,56.71821,125.0424,96.79602,317.5722,-57.33753,-188.1152,,,,,,,
1-6-2021-16:29:10,56.04552,123.5593,95.81217,314.3444,-57.82592,-189.7176,,,,,,,
1-6-2021-16:29:11,55.10373,121.483,94.80608,311.0435,-59.42134,-194.9519,,,,,,,
1-6-2021-16:29:12,52.41296,115.5509,93.80242,307.7507,-59.06319,-193.7769,,,,,,,
1-6-2021-16:29:13,55.37283,122.0763,92.80827,304.4891,-58.41199,-191.6404,,,,,,,
1-6-2021-16:29:14,55.23828,121.7797,91.81249,301.2221,-58.54223,-192.0677,,,,,,,
1-6-2021-16:29:16,55.37283,122.0763,90.81345,297.9444,-58.86783,-193.1359,,,,,,,
1-6-2021-16:29:17,53.08566,117.0339,89.8098,294.6516,-58.70504,-192.6018,,,,,,,
1-6-2021-16:29:18,54.83469,120.8899,88.79639,291.3267,-58.83527,-193.0291,,,,,,,
1-6-2021-16:29:19,55.37283,122.0763,87.79111,288.0286,-59.16087,-194.0973,,,,,,,
1-6-2021-16:29:20,58.87089,129.7882,86.7842,284.7251,-59.12831,-193.9905,,,,,,,
1-6-2021-16:29:21,56.18007,123.856,85.77512,281.4144,-59.51902,-195.2724,,,,,,,
1-6-2021-16:29:22,57.25641,126.2289,84.7674,278.1082,-59.61671,-195.5929,,,,,,,
1-6-2021-16:29:23,55.37283,122.0763,83.76293,274.8128,-58.60735,-192.2813,,,,,,,
1-6-2021-16:29:24,55.64193,122.6696,82.75548,271.5075,-59.38879,-194.8451,,,,,,,
1-6-2021-16:29:25,57.3909,126.5254,81.74641,268.1969,-59.64926,-195.6997,,,,,,,
1-6-2021-16:29:26,56.85276,125.339,80.73787,264.888,-59.4539,-195.0587,,,,,,,
1-6-2021-16:29:27,55.10373,121.483,79.72282,261.5578,-58.67247,-192.495,,,,,,,
